"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0027279",4345.78517034566,-1.20353268594608,0.0900912943019809,-13.3590342471039,1.04916489641578e-40,4.85938207856575e-38
"FBgn0031258",214.652569117248,-1.31170316204546,0.191531185654552,-6.84850959159863,7.46233323011617e-12,3.74779952647461e-10
"FBgn0043364",1694.77612870052,-1.12490638456617,0.157958467567607,-7.12153265278233,1.06733440611651e-12,6.35597638842383e-11
"FBgn0031322",580.472106910443,-1.4718440105513,0.146470595528941,-10.0487337081966,9.30554470802076e-24,1.4366727079772e-21
"FBgn0031327",1122.7363113589,1.19783861872168,0.139717096293483,8.57331457995349,1.00548360063216e-17,9.97942473627415e-16
"FBgn0031464",42.2674476287323,-1.23713349152952,0.350175511416802,-3.53289550866679,0.000411034895302858,0.00503940870902931
"FBgn0031547",388.884571345997,-1.41190481483444,0.20256634567192,-6.97008582620719,3.16747690070698e-12,1.69277275135859e-10
"FBgn0031548",79.9336960104745,-1.86246539134391,0.300924936096157,-6.18913611980889,6.04948279418904e-10,2.31351091996119e-08
"FBgn0020376",61.5446822755158,-1.56822155326029,0.324490247312333,-4.83287730910081,1.34573730264807e-06,3.14269240677225e-05
"FBgn0031688",47.4357668614877,1.49767160897704,0.35467142830521,4.22270160337875,2.41391313804022e-05,0.000426372750674604
"FBgn0031703",131.586611851592,-1.91572983089255,0.245242755866189,-7.8115654186247,5.64820203857412e-15,4.70890603955925e-13
"FBgn0051642",156.425108658148,1.95156078436668,0.214401940075876,9.10234666568794,8.84007554040966e-20,1.06811173594776e-17
"FBgn0259715",1169.70380464599,-1.83930365699779,0.186570840197889,-9.85847335546595,6.29999583212522e-23,9.21457285130315e-21
"FBgn0264343",57.4284057025688,1.58502747370947,0.315159073246986,5.02929348465021,4.922903961201e-07,1.2706579047843e-05
"FBgn0031912",1975.7993120443,-1.14476211953571,0.101228510379855,-11.3086927313269,1.18847008667432e-29,2.60744081910627e-27
"FBgn0040099",1270.85925918718,-1.77929795491595,0.135870245536418,-13.0955673767369,3.4905613010756e-39,1.45504047835337e-36
"FBgn0032004",1440.93982031413,-1.17166157597242,0.133107444052446,-8.80237453519704,1.33951274351459e-18,1.45032697956898e-16
"FBgn0001137",667.850774480511,-1.3815105948825,0.136454493288974,-10.1243320141671,4.30910921512678e-24,7.04412618166901e-22
"FBgn0264437",199.062837295194,2.72220508542847,0.236171813525614,11.5263758396521,9.71477906513993e-31,2.31406037331633e-28
"FBgn0267252",158.90912654387,-1.36091639466054,0.194989029962761,-6.9794510743525,2.96335604492451e-12,1.61473851938141e-10
"FBgn0032405",116.208222937613,2.42725442513818,0.228002776227305,10.6457231148727,1.8256124269505e-26,3.38225128966362e-24
"FBgn0032436",30.1425296975473,1.90271958122347,0.488135778164481,3.89793099858036,9.70180498396445e-05,0.00141548316064605
"FBgn0053643",18.7264750784302,1.4906686285275,0.5257049835507,2.83556115154031,0.0045745256509608,0.0363910499542559
"FBgn0053307",1498.26449839124,-1.41865213163595,0.145579521215125,-9.7448605394133,1.94045120854034e-22,2.65205602059029e-20
