195484
941	2262	600
2332	3303	1922
3373	4196	2894
4662	16755	3718
16817	16923	15812
17300	17495	15919
17556	17855	16115
17922	18241	16415
18307	20430	16735
0	93	0
941	2262	94
2332	3303	1416
3373	4196	2388
4662	16755	3212
16817	16923	15306
17083	17163	15413
17300	17495	15494
17556	17855	15690
17922	18241	15990
18307	20430	16310
0	112	0
214	1003	113
0	469	0
529	1200	470
1258	1307	1142
1957	2054	1192
0	469	0
529	1200	470
1258	1307	1142
2488	2554	1192
0	452	0
532	1429	453
1550	3327	1351
0	225	0
305	1202	226
1323	3100	1124
0	225	0
305	1202	226
1323	3319	1124
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
10771	11227	7768
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
15381	15773	7768
16637	16812	8161
17398	17546	8337
18438	18647	8486
19803	19892	8696
20023	20299	8786
21228	21366	9063
21557	21644	9202
23262	23439	9290
23502	31408	9468
31509	32009	17375
40022	40088	17876
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
16637	16812	7768
17398	17546	7944
18438	18647	8093
19803	19892	8303
20023	20299	8393
21228	21366	8670
21557	21644	8809
23262	23439	8897
23502	31408	9075
31509	32190	16982
40022	40088	17664
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
15381	15773	7768
16637	16812	8161
17398	17546	8337
19803	19892	8486
20023	20299	8576
21228	21366	8853
21557	21644	8992
23262	23439	9080
23502	31408	9258
31509	32009	17165
40022	40088	17666
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
15381	15773	7768
16637	16812	8161
17398	17546	8337
18438	18647	8486
19195	19242	8696
19803	19892	8744
20023	20299	8834
21213	21366	9111
21557	21644	9265
23262	23439	9353
23502	31408	9531
31509	32009	17438
40022	40088	17939
0	4207	0
4299	4941	4208
5038	5272	4851
5342	5540	5086
5610	5838	5285
5897	8150	5514
15381	15773	7768
16637	17546	8161
18438	18647	9071
19803	19892	9281
20023	20299	9371
21228	21366	9648
21557	21644	9787
23262	23439	9875
23502	31408	10053
31509	32009	17960
40022	40088	18461
0	399	0
0	1189	0
0	551	0
0	87	0
0	667	0
730	1721	668
0	106	0
0	21	0
0	22	0
0	903	0
0	425	0
488	762	426
817	885	701
940	1127	770
1188	1334	958
0	301	0
364	638	302
693	761	577
816	1003	646
1064	1210	834
0	556	0
631	796	557
857	1301	723
1367	1808	1168
1973	2161	1610
0	556	0
631	796	557
857	1301	723
1367	1808	1168
19040	19155	1610
0	556	0
631	796	557
857	1301	723
1367	1835	1168
19040	19155	1637
0	7556	0
0	394	0
442	800	395
0	4039	0
0	301	0
370	1518	302
1573	2538	1451
0	594	0
643	1803	595
0	858	0
0	829	0
0	511	0
579	1757	512
1999	2163	1691
2234	2472	1856
0	511	0
579	1757	512
1999	2157	1691
2219	2472	1850
0	511	0
579	1757	512
1999	2163	1691
2219	2472	1856
0	511	0
579	1757	512
1999	2163	1691
2219	3494	1856
0	281	0
348	741	282
1061	1542	676
1603	2223	1158
2288	2458	1779
2528	4585	1950
0	835	0
984	1525	836
0	534	0
683	1224	535
0	534	0
683	1298	535
0	825	0
1363	1583	826
2048	2341	1047
0	825	0
1363	1583	826
7428	7646	1047
8222	8410	1266
0	825	0
1363	1583	826
7428	7646	1047
8276	8410	1266
0	548	0
1086	1306	549
2645	2869	770
0	448	0
0	279	0
370	1909	280
0	1680	0
0	1892	0
0	241	0
298	803	242
0	1413	0
1482	1722	1414
0	1019	0
1088	1328	1020
0	158	0
224	506	159
582	1689	442
1855	2327	1550
0	523	0
1153	2038	524
4146	6054	1410
0	523	0
1153	2038	524
4146	7353	1410
0	3527	0
0	238	0
320	3527	239
0	454	0
11808	12185	455
19743	19889	833
28185	28322	980
29480	29613	1118
30083	30268	1252
30414	30611	1438
32003	32183	1636
33272	33506	1817
34775	34920	2052
36644	36857	2198
36931	37794	2412
38089	38554	3276
38641	39012	3742
39074	39218	4114
39280	40320	4259
0	454	0
11808	12185	455
19743	19889	833
28185	28322	980
29480	29613	1118
30083	30268	1252
30414	30611	1438
31081	31263	1636
32003	32183	1819
33272	33506	2000
34775	34920	2235
36644	36857	2381
36931	37794	2595
38107	38554	3459
38620	39012	3907
39074	39218	4300
39280	40320	4445
0	454	0
11808	12185	455
19743	19889	833
28185	28322	980
29480	29613	1118
30083	30268	1252
30414	30611	1438
31081	31263	1636
32003	32183	1819
33272	33506	2000
34775	34920	2235
36644	36857	2381
36931	37794	2595
38089	38554	3459
38641	39012	3925
39074	39218	4297
39280	42001	4442
49449	49631	7164
0	305	0
460	811	306
0	811	0
0	405	0
7543	7920	406
15478	15624	784
23920	24057	931
25215	25348	1069
25818	26003	1203
26149	26346	1389
26816	26998	1587
27738	27918	1770
29007	29241	1951
30510	30655	2186
32379	32592	2332
32666	33529	2546
33839	34289	3410
34376	34747	3861
34809	34953	4233
35015	36055	4378
0	405	0
7543	7920	406
15478	15624	784
23920	24057	931
25215	25348	1069
25818	26003	1203
26149	26346	1389
26816	26998	1587
27738	27918	1770
29007	29241	1951
30510	30655	2186
32379	32592	2332
32666	33529	2546
33842	34289	3410
34355	34747	3858
34809	34953	4251
35015	36341	4396
0	405	0
7543	7920	406
15478	15624	784
23920	24057	931
25215	25348	1069
25818	26003	1203
26149	26346	1389
26816	26998	1587
27738	27918	1770
29007	29241	1951
30510	30655	2186
32379	32592	2332
32666	33529	2546
33824	34289	3410
34355	34747	3876
34809	34953	4269
35015	37727	4414
0	897	0
0	969	0
0	990	0
0	539	0
3071	4239	540
0	2332	0
0	2425	0
0	7442	0
0	747	0
802	1272	748
1326	1626	1219
1858	2183	1520
2251	2309	1846
0	747	0
802	1272	748
1326	1626	1219
1858	2201	1520
2251	2309	1864
0	747	0
802	1272	748
1326	1626	1219
1858	2309	1520
0	1228	0
0	845	0
0	369	0
6399	6782	370
7589	7634	754
8196	8464	800
8591	9327	1069
0	451	0
0	2271	0
3253	3861	2272
3928	4072	2881
4130	4347	3026
4412	5459	3244
0	2271	0
3253	3861	2272
3928	4072	2881
4130	4347	3026
4412	5603	3244
0	188	0
251	1750	189
1810	3684	1689
0	1435	0
1502	1706	1436
1760	2043	1641
2097	3030	1925
3099	3688	2859
3752	4207	3449
4417	4628	3905
5366	5624	4117
6413	6747	4376
0	589	0
656	860	590
914	1197	795
1251	2184	1079
2253	2842	2013
2906	3361	2603
3571	3782	3059
3849	4009	3271
0	379	0
445	1643	380
1722	3469	1579
0	1218	0
0	194	0
340	745	195
0	194	0
340	912	195
0	555	0
0	417	0
472	718	418
0	972	0
1043	1890	973
1951	2139	1821
2200	2448	2010
0	672	0
7153	7289	673
7355	7500	810
11855	11934	956
11999	15356	1036
15415	17474	4394
0	890	0
7153	7289	891
7355	7500	1028
11855	11934	1174
11999	15356	1254
15415	17474	4612
0	565	0
0	916	0
976	1066	917
1181	2286	1008
2412	2624	2114
4323	4482	2327
4544	4770	2487
0	916	0
976	1066	917
1181	2286	1008
2412	2624	2114
4323	4770	2327
0	454	0
514	604	455
719	1824	546
1950	2162	1652
2514	2586	1865
0	454	0
514	604	455
719	1824	546
1950	2162	1652
3861	4036	1865
0	454	0
514	604	455
719	1824	546
1950	2162	1652
3861	4020	1865
4271	4308	2025
0	92	0
0	1162	0
1222	1546	1163
0	175	0
235	559	176
0	296	0
555	692	297
758	937	435
1008	1198	615
1266	1807	806
1869	2031	1348
2097	3214	1511
0	296	0
555	692	297
758	937	435
1008	1198	615
1266	1807	806
1869	2031	1348
2084	3214	1511
0	296	0
555	692	297
758	937	435
1008	1198	615
1266	1366	806
1442	1807	907
1869	2031	1273
2097	3214	1436
0	6065	0
12522	12679	6066
0	6065	0
12522	13324	6066
0	152	0
210	981	153
1041	1752	925
2023	2165	1637
2220	2838	1780
2903	3002	2399
3065	3157	2499
0	111	0
49172	49216	112
59803	60746	157
60817	61211	1101
61329	61529	1496
61643	63029	1697
63090	63232	3084
63298	64312	3227
0	111	0
13297	15138	112
49172	49216	1954
59803	60746	1999
60817	61211	2943
61329	61529	3338
61643	63029	3539
63090	63232	4926
63298	64312	5069
0	1758	0
2961	3242	1759
0	3242	0
0	1758	0
2641	3242	1759
0	1814	0
0	523	0
34557	34601	524
45188	46131	569
46202	46596	1513
46714	46914	1908
47028	48414	2109
48475	48617	3496
48683	49697	3639
0	770	0
0	1363	0
0	593	0
1926	1970	594
12557	13500	639
13571	13965	1583
14083	14283	1978
14397	15783	2179
15844	15986	3566
16052	17094	3709
0	323	0
1656	1700	324
12287	13230	369
13301	13695	1313
13813	14013	1708
14127	15513	1909
15574	15716	3296
15782	16824	3439
0	569	0
1110	1751	570
1831	1981	1212
0	1142	0
1193	1343	1143
0	953	0
1037	1187	954
0	957	0
1037	1187	958
0	563	0
630	1480	564
1547	1867	1415
0	1554	0
1608	2975	1555
3053	3293	2923
6233	7529	3164
0	177	0
242	435	178
687	1314	372
1436	1967	1000
0	884	0
962	1202	885
2010	2486	1126
0	884	0
962	1202	885
4142	5438	1126
0	884	0
962	1202	885
4142	5907	1126
0	532	0
594	1704	533
1768	3923	1644
3980	4140	3800
4201	4799	3961
4874	5337	4560
0	532	0
594	1704	533
1768	3923	1644
3980	4140	3800
4201	4799	3961
5821	6568	4560
0	425	0
485	911	426
0	2779	0
0	2621	0
2709	2779	2622
0	2621	0
2686	2779	2622
0	2621	0
2691	3251	2622
0	2309	0
0	72	0
132	258	73
314	664	200
723	1755	551
0	93	0
259	950	94
1008	4376	786
0	93	0
259	950	94
1008	4567	786
0	1231	0
0	64	0
343	407	65
489	799	130
853	1443	441
0	190	0
272	582	191
636	1226	502
0	311	0
370	839	312
0	311	0
370	693	312
803	839	636
0	311	0
370	693	312
803	1185	636
0	547	0
669	934	548
998	2063	814
0	905	0
4290	4507	906
0	901	0
8728	9089	902
10044	11141	1264
0	901	0
8728	9089	902
10044	11141	1264
0	531	0
599	736	532
0	431	0
499	636	432
0	193	0
261	749	194
0	136	0
261	1617	137
0	498	0
0	794	0
0	903	0
0	558	0
0	423	0
0	939	0
0	2548	0
0	323	0
0	61	0
0	4301	0
4424	5703	4302
7976	8348	5582
8466	8873	5955
8978	9752	6363
9921	10280	7138
12773	13275	7498
14234	14687	8001
15261	15853	8455
16699	17371	9048
65858	67854	9721
74262	74970	11718
0	4008	0
4131	5410	4009
7683	8055	5289
8173	8580	5662
8685	9459	6070
9628	9987	6845
12480	12982	7205
13941	14394	7708
14968	15560	8162
16406	17078	8755
65565	67561	9428
73969	74677	11425
0	8981	0
0	99	0
4291	4739	100
0	2030	0
2096	2848	2031
0	2202	0
0	1056	0
1109	1223	1057
1296	1625	1172
2233	2802	1502
3145	3478	2072
3588	4579	2406
0	1056	0
1109	1223	1057
1296	1625	1172
2233	2802	1502
3145	3478	2072
3588	3752	2406
6126	6411	2571
6872	7183	2857
0	1056	0
1109	1223	1057
1296	1625	1172
2233	2802	1502
3145	3478	2072
3588	3752	2406
6126	6411	2571
6984	7183	2857
0	455	0
2786	3785	456
4542	4685	1456
5076	5351	1600
5884	6135	1876
6723	7085	2128
7183	7484	2491
7855	7993	2793
8902	9177	2932
9286	9604	3208
9734	12197	3527
0	194	0
2122	3121	195
3878	4021	1195
4412	4687	1339
5220	5471	1615
6059	6421	1867
6519	6820	2230
7191	7329	2532
8238	8513	2671
8622	8940	2947
9070	11533	3266
0	194	0
2122	3121	195
3878	4021	1195
4412	4687	1339
5220	5471	1615
6059	6421	1867
6519	6820	2230
7191	7329	2532
8238	8513	2671
8622	8940	2947
9070	11790	3266
0	930	0
1687	1830	931
2221	2496	1075
3029	3280	1351
3868	4230	1603
4328	4720	1966
0	930	0
1687	1830	931
2221	2496	1075
3029	3280	1351
3868	4230	1603
4328	4629	1966
5000	5138	2268
6047	6322	2407
6431	6749	2683
6879	9342	3002
0	930	0
1687	1830	931
2221	2496	1075
2862	3280	1351
3868	4230	1770
4328	4629	2133
5000	5138	2435
6047	6322	2574
6431	6749	2850
6879	9342	3169
0	930	0
1687	1830	931
2221	2496	1075
3029	3280	1351
3534	4230	1603
4328	4629	2300
5000	5138	2602
6047	6322	2741
6431	6749	3017
6879	9342	3336
0	1727	0
0	579	0
0	470	0
0	405	0
0	482	0
0	1566	0
1642	1699	1567
1756	1959	1625
2013	2403	1829
0	772	0
848	905	773
962	1165	831
1219	1609	1035
0	1822	0
0	2091	0
2174	4440	2092
0	269	0
326	511	270
580	2025	456
2089	2459	1902
4336	4645	2273
0	467	0
0	181	0
232	444	182
512	626	395
682	954	510
0	912	0
978	1796	913
0	579	0
637	870	580
929	1907	814
1961	2107	1793
2161	2636	1940
0	579	0
637	870	580
929	1907	814
1961	2098	1793
2161	2636	1931
0	1039	0
0	2103	0
0	188	0
250	956	189
0	564	0
625	1429	565
0	1245	0
0	370	0
1569	2280	371
2348	2848	1083
2902	3048	1584
0	237	0
1436	2147	238
2215	2715	950
2797	2915	1451
0	237	0
1436	2147	238
2215	2915	950
0	2147	0
2215	2915	2148
0	1532	0
0	538	0
3336	4002	539
4176	4380	1206
4769	5114	1411
5208	5657	1757
5745	6362	2207
0	538	0
3453	4002	539
4176	4380	1089
4769	5114	1294
5208	5657	1640
5745	7272	2090
0	538	0
3336	4002	539
4176	4380	1206
4769	5114	1411
5208	5657	1757
5745	7272	2207
0	538	0
3488	4002	539
4176	4380	1054
4769	5114	1259
5208	5657	1605
5745	7272	2055
0	999	0
1390	1706	1000
1769	1963	1317
2120	2587	1512
2962	3794	1980
9030	9359	2813
0	999	0
1390	1706	1000
1769	1963	1317
2962	3794	1512
16315	17487	2345
0	999	0
1390	1706	1000
1769	1963	1317
2120	2587	1512
2962	3794	1980
16315	17487	2813
0	996	0
1387	1703	997
1766	1960	1314
2959	3791	1509
9027	9356	2342
0	423	0
486	680	424
1679	2511	619
15032	16204	1452
0	461	0
0	408	0
467	1191	409
1248	1320	1134
1377	1479	1207
0	343	0
402	1126	344
1183	1255	1069
1312	1414	1142
0	237	0
424	510	238
777	1771	325
0	157	0
344	430	158
697	1691	245
0	286	0
350	473	287
531	899	411
0	152	0
216	339	153
397	765	277
0	152	0
216	339	153
397	1168	277
0	2676	0
0	90	0
0	23	0
0	21	0
0	212	0
567	1160	213
1232	1609	807
0	100	0
455	1048	101
1120	1497	695
0	409	0
470	649	410
714	2285	590
2346	2489	2162
2549	2945	2306
3028	3211	2703
3978	4012	2887
0	409	0
470	649	410
714	2285	590
2346	2489	2162
2549	2945	2306
5965	6164	2703
0	409	0
470	649	410
714	2285	590
2346	2489	2162
2549	2945	2306
6183	6505	2703
0	127	0
0	1184	0
0	87	0
876	1111	88
1176	1273	324
1341	1615	422
1743	3684	697
0	1111	0
1176	1273	1112
1341	1615	1210
1743	3074	1485
4573	6573	2817
0	87	0
876	1111	88
1176	1273	324
1341	1615	422
1743	3074	697
4573	6573	2029
0	179	0
246	481	180
546	643	416
711	985	514
1113	3054	789
0	1162	0
1220	1601	1163
1666	2627	1545
2693	3742	2507
3802	4413	3557
4476	4775	4169
4876	5432	4469
5488	5867	5026
5924	6125	5406
6193	6819	5608
6880	7013	6235
7084	7216	6369
7270	7480	6502
7550	7674	6713
7736	7969	6838
0	569	0
668	968	570
0	153	0
211	592	154
657	1618	536
1684	2733	1498
2793	3404	2548
3467	3766	3160
3867	4423	3460
4479	4858	4017
4915	5116	4397
5184	5810	4599
5871	6004	5226
6075	6207	5360
6261	6471	5493
6541	6665	5704
6727	6960	5829
0	597	0
0	441	0
510	2816	442
0	297	0
366	2672	298
0	163	0
0	106	0
0	318	0
0	324	0
0	193	0
252	407	194
467	529	350
714	917	413
972	1183	617
1239	1361	829
1422	1664	952
1729	2145	1195
2196	2567	1612
2621	3301	1984
3381	3719	2665
0	426	0
7272	7630	427
27699	27785	786
28794	29349	873
29463	30540	1429
30603	30717	2507
33456	33541	2622
33611	33999	2708
34067	34151	3097
34259	34416	3182
34486	35305	3340
0	426	0
27699	27785	427
28794	29349	514
29463	30540	1070
30603	30717	2148
33456	33541	2263
33611	33999	2349
34067	34151	2738
34259	34416	2823
34486	35305	2981
0	7577	0
0	1550	0
1965	2504	1551
3063	3493	2091
0	1297	0
1610	2504	1298
3063	3493	2193
0	9036	0
0	6106	0
6172	6338	6107
6399	6596	6274
6657	6878	6472
6937	7549	6694
7615	7698	7307
7761	9263	7391
9333	9390	8894
10890	10943	8952
25309	25812	9006
38432	38644	9510
39578	39675	9723
0	3063	0
3129	3295	3064
3356	3553	3231
3614	3835	3429
3894	4506	3651
